0.0142041;0.0219655;-0.0220259;0.0219256;-0.0341061;0.0340436;0.034156;0.0528862;-0.0284117;-0.0439774;0.0290056;-0.0436497;0.0438916;-0.0683248;-0.0442487
0.0141857;0.0109902;-0.0220041;0.0219806;-0.017046;0.0170815;0.034117;0.0263849;0.0142326;0.0220303;0.0280833;0.0223748;0.0220028;0.034099;-0.0440084
0.014176;-0.0109485;-0.0219903;0.022003;0.017044;-0.0170019;0.0340524;-0.0264642;0.0142556;0.0220163;0.028066;0.0223561;-0.02204;0.0342991;-0.0441265
0.0142155;-0.0220048;-0.0219753;0.022037;0.034087;-0.0340666;0.0340521;-0.0528199;-0.0283953;-0.0441017;0.0289404;-0.0435846;-0.044066;-0.0677123;-0.0443154
0.0141838;0.0219651;-0.0220295;0.0109681;-0.0340928;0.0170655;0.0170993;0.0264317;-0.0284144;-0.0440027;0.028717;-0.0216344;0.0439569;-0.0341447;-0.0219839
0.0141949;0.0110009;-0.022001;0.0109989;-0.0170299;0.00851233;0.0170561;0.0131993;0.0142423;0.021995;0.0282473;0.011349;0.0220136;0.0169711;-0.0218784
0.0142048;-0.0109688;-0.0219859;0.0110126;0.0170405;-0.00846844;0.0170186;-0.0132784;0.0142742;0.0219991;0.028229;0.0113763;-0.0220098;0.0171709;-0.0219355
0.0142188;-0.021999;-0.0219999;0.0110321;0.034082;-0.0170097;0.0170245;-0.0263838;-0.0283932;-0.0440286;0.0286786;-0.0216065;-0.0440412;-0.0338356;-0.022038
0.0141508;0.0220219;-0.0219898;-0.0109858;-0.0340758;-0.0170338;-0.0170513;-0.0264099;-0.0283507;-0.0439673;0.028177;0.022444;0.0440496;0.0341124;0.0221264
0.0142024;0.0110175;-0.0219936;-0.0109751;-0.0170448;-0.00854456;-0.0170535;-0.0132148;0.0142276;0.0219567;0.0285426;-0.0106318;0.0219869;-0.0171245;0.0220102
0.0142059;-0.0110118;-0.0220113;-0.011026;0.0170478;0.00850732;-0.0170143;0.0131751;0.0142375;0.021987;0.0285164;-0.0106348;-0.0220478;-0.0171228;0.0220026
0.0142253;-0.0220139;-0.0220198;-0.0110504;0.0340887;0.0170348;-0.0170085;0.0264078;-0.028382;-0.0439302;0.0281519;0.0224171;-0.043902;0.0339893;0.022136
0.01415;0.0220483;-0.0219854;-0.0219826;-0.0340865;-0.034101;-0.0341599;-0.0528345;-0.0283226;-0.0439425;0.0279308;0.0444683;0.044076;0.0682028;0.0439645
0.0141937;0.0110407;-0.0219877;-0.0219609;-0.0170412;-0.0170766;-0.0341125;-0.0264048;0.0142442;0.0219235;0.0287091;-0.0216579;0.0219472;-0.0341495;0.0437474
0.0142304;-0.0110088;-0.0220201;-0.0220083;0.0170388;0.0169967;-0.0340515;0.0263973;0.0142162;0.022013;0.0286626;-0.021686;-0.0220746;-0.034275;0.0437627
0.0142114;-0.0219983;-0.0220596;-0.0220887;0.0341227;0.0340348;-0.0340687;0.0528137;-0.0283988;-0.043916;0.0278639;0.0443214;-0.043822;0.0678733;0.0440169
0.0142057;0.0219881;-0.0110068;0.0219671;-0.0170391;0.0340599;0.0170452;0.0263897;-0.0284629;-0.0220199;-0.01363;-0.0441552;-0.0220568;-0.0339974;0.0217109
0.0141963;0.0109982;-0.0109928;0.0219863;-0.00853239;0.0170871;0.0170506;0.0131736;0.0142211;0.0110161;-0.0144875;0.0218021;-0.0109484;0.0170671;0.0219111
0.0142251;-0.0109817;-0.0110007;0.0220173;0.0085058;-0.0169921;0.017017;-0.0132539;0.0142257;0.0109866;-0.0144759;0.0218228;0.0110247;0.0168962;0.0218955
0.0141967;-0.0220191;-0.0109739;0.0220529;0.0170273;-0.0340599;0.0170614;-0.0264134;-0.0285198;-0.0220336;-0.0135853;-0.0441467;0.021952;-0.0342032;0.0218123
0.0141954;0.0219985;-0.011007;0.0109916;-0.017057;0.0170523;0.00853886;0.0132061;-0.0284412;-0.0219844;-0.0138816;-0.0221453;-0.0220287;-0.0169743;0.0110057
0.0142071;0.0109877;-0.0109921;0.0109795;-0.00852581;0.00854116;0.00850664;0.00657329;0.014199;0.0110155;-0.0143565;0.0108216;-0.010966;0.00851486;0.011078
0.0142065;-0.0109981;-0.0110025;0.0110088;0.00850579;-0.00850135;0.00851184;-0.00663167;0.0142118;0.0109905;-0.0143464;0.0107894;0.0110258;0.00844084;0.0111058
0.0142103;-0.0219986;-0.0109963;0.0110211;0.0170394;-0.0170569;0.00854783;-0.0132093;-0.0284447;-0.022003;-0.0138756;-0.0221585;0.021999;-0.0171178;0.0110432
0.0141841;0.0220125;-0.0109906;-0.0109668;-0.0170576;-0.0170198;-0.00852862;-0.0131823;-0.0284268;-0.0219528;-0.0144639;0.0218599;-0.0219932;0.017058;-0.010892
0.0141974;0.0110039;-0.0109958;-0.0109857;-0.00852339;-0.008527;-0.00852417;-0.00659724;0.0141641;0.0109594;-0.0140768;-0.0111813;-0.0109894;-0.00851579;-0.0109406
0.0142095;-0.0110087;-0.0110159;-0.0110127;0.00850045;0.00848886;-0.00851878;0.00657781;0.0141998;0.0109911;-0.0140764;-0.0111981;0.0109877;-0.00848185;-0.0109296
0.0141989;-0.0219924;-0.0109894;-0.011026;0.0170362;0.0170462;-0.00848966;0.0132038;-0.028418;-0.0219677;-0.0144642;0.0218571;0.0220348;0.0171217;-0.0108227
0.014184;0.0220103;-0.010992;-0.0219579;-0.0170496;-0.0340686;-0.0170407;-0.0263967;-0.0284473;-0.0219355;-0.0147521;0.043821;-0.0220034;0.0339983;-0.0220682
0.0141905;0.0110099;-0.0109895;-0.0219635;-0.00853056;-0.0170715;-0.0170539;-0.0131892;0.0141663;0.010931;-0.013959;-0.0222248;-0.0109998;-0.0169931;-0.0221915
0.0142212;-0.011007;-0.0110174;-0.0220338;0.00849303;0.0170134;-0.0170173;0.0131938;0.0141837;0.0110022;-0.0139271;-0.0222111;0.0109559;-0.0169406;-0.022165
0.0142004;-0.0219958;-0.0109989;-0.0220423;0.0170178;0.0340754;-0.0170235;0.0264269;-0.0284336;-0.0219864;-0.0147395;0.043855;0.0219973;0.0342017;-0.0219841
0.0141937;0.0219878;0.0109699;0.0219987;0.0170203;0.0341147;-0.0170694;-0.0263873;-0.0284425;0.0219822;-0.0135785;-0.0441466;-0.0219481;0.0341034;0.0219804
0.0141951;0.0109996;0.0110023;0.0219664;0.00851698;0.0170734;-0.0170307;-0.0131873;0.0141873;-0.011031;-0.0144904;0.0218046;-0.0110346;-0.0170183;0.0218346
0.0142035;-0.0109993;0.0109959;0.0220042;-0.00853091;-0.0170108;-0.0170205;0.013236;0.0142081;-0.0110239;-0.0144813;0.0218244;0.0109933;-0.0171411;0.0218082
0.0142044;-0.0220169;0.0110002;0.0220299;-0.0170589;-0.0340694;-0.0169958;0.0263747;-0.0284703;0.022086;-0.0135675;-0.0441494;0.0220176;0.033882;0.0219333
0.014207;0.0220046;0.0110088;0.0109916;0.0170217;0.0170661;-0.00854374;-0.0132054;-0.0284032;0.0220174;-0.0138929;-0.0221631;-0.0219504;0.0170473;0.0111626
0.0141901;0.0109808;0.0110136;0.0109984;0.00851161;0.00854237;-0.00852522;-0.00658349;0.0141935;-0.011016;-0.0143672;0.0108027;-0.0109912;-0.00849043;0.0110857
0.014203;-0.0110191;0.0109937;0.0110012;-0.0085375;-0.00851411;-0.00852323;0.00661716;0.0141939;-0.0110216;-0.0143421;0.0108123;0.0110108;-0.00859471;0.0110408
0.0142021;-0.0220038;0.0109823;0.0110295;-0.0170506;-0.0170522;-0.00851103;0.0131654;-0.0284291;0.0220433;-0.0138603;-0.0221596;0.0220161;0.0169356;0.0111184
0.0142279;0.0219933;0.0110025;-0.010985;0.01703;-0.0170463;0.00854116;0.0131894;-0.0283751;0.0220182;-0.0144847;0.0218103;-0.0220197;-0.0170451;-0.0109114
0.0142072;0.0109976;0.0110097;-0.0109907;0.00850547;-0.00852502;0.00851367;0.0065993;0.0141691;-0.0109973;-0.0140809;-0.011188;-0.0109944;0.00856924;-0.0108676
0.0141903;-0.0110031;0.0109967;-0.0110131;-0.0085379;0.00850749;0.0084941;-0.00661302;0.0141958;-0.0110077;-0.0140561;-0.0111833;0.0110218;0.00853156;-0.0109485
0.014193;-0.0219959;0.011012;-0.0110315;-0.0170425;0.0170238;0.00849119;-0.0132267;-0.0283841;0.0219887;-0.0144437;0.0218217;0.0219803;-0.0169467;-0.0109903
0.0142419;0.0219789;0.010984;-0.0219653;0.0170468;-0.0340846;0.0170935;0.0263989;-0.0284085;0.0220042;-0.0147664;0.0438003;-0.0220427;-0.0341358;-0.0221874
0.0142174;0.0110242;0.0110098;-0.0219828;0.00851488;-0.0170792;0.0170579;0.0131661;0.014145;-0.0110062;-0.0139446;-0.0221683;-0.0110163;0.0171083;-0.0220536
0.0141942;-0.010985;0.0110028;-0.0220124;-0.00853236;0.0170249;0.0170306;-0.0132146;0.0141817;-0.0110098;-0.0139389;-0.022205;0.0110293;0.0171252;-0.0221997
0.0141736;-0.0220158;0.0110207;-0.0220428;-0.0170402;0.0340965;0.0170256;-0.026431;-0.0283663;0.0220123;-0.0147488;0.0438208;0.0219757;-0.0339588;-0.0222667
0.0142163;0.0220434;0.0219984;0.0219863;0.0340805;0.0341599;-0.0341408;-0.0527169;-0.0283947;0.043975;0.0289996;-0.0436371;0.0441236;0.0679697;-0.0439878
0.0141717;0.0109977;0.0219912;0.0219886;0.0170364;0.0170589;-0.0340635;-0.0263086;0.0141536;-0.0220196;0.0280811;0.0223568;0.021886;-0.0341302;-0.0443163
0.0141978;-0.0110255;0.0219835;0.0220218;-0.0170081;-0.0170397;-0.0340492;0.0264425;0.0142071;-0.0219976;0.0280717;0.022362;-0.0220759;-0.033831;-0.0442477
0.0142567;-0.0220135;0.0219893;0.0220247;-0.034099;-0.0340334;-0.0340547;0.0527665;-0.028351;0.044094;0.029008;-0.0435684;-0.043987;0.0685824;-0.043961
0.0142206;0.0220153;0.0220342;0.0109894;0.0340766;0.0170606;-0.0170619;-0.0263766;-0.0283421;0.0439973;0.0286965;-0.0216419;0.0440901;0.0339442;-0.0218865
0.0141992;0.0110134;0.0220018;0.0110008;0.0170504;0.00855575;-0.0170843;-0.0131503;0.0142045;-0.0220107;0.0282391;0.0113557;0.0219489;-0.0170752;-0.022021
0.0141742;-0.0110067;0.0219843;0.0110173;-0.0170456;-0.00851471;-0.0170501;0.0132412;0.0142225;-0.0220391;0.0282147;0.0113651;-0.0220334;-0.016921;-0.0219708
0.0142414;-0.0220204;0.0219613;0.0109844;-0.0340789;-0.0170035;-0.0170248;0.0263534;-0.0283412;0.044024;0.0287067;-0.021601;-0.0439573;0.034336;-0.0218071
0.0142329;0.0219671;0.0220045;-0.0109897;0.0340982;-0.0170973;0.0170599;0.0263716;-0.0282671;0.0440201;0.0281927;0.0223584;0.0439704;-0.0341492;0.0218996
0.0142162;0.0110056;0.0219903;-0.0109899;0.0170397;-0.0085249;0.0170211;0.0131819;0.0142107;-0.021995;0.0285319;-0.010634;0.0219952;0.017067;0.0221004
0.0141791;-0.0109784;0.0220022;-0.0109987;-0.0170462;0.0085238;0.0170154;-0.0131909;0.014206;-0.0220427;0.0285467;-0.0106391;-0.0219561;0.016942;0.0221555
0.0141741;-0.0219948;0.0220181;-0.0110312;-0.0340829;0.0170528;0.0170535;-0.0264602;-0.0283238;0.0439773;0.0281716;0.0223567;-0.044055;-0.0341957;0.0220361
0.0142254;0.0219662;0.021995;-0.0219739;0.0340839;-0.0341398;0.0341482;0.0527438;-0.0282785;0.0440229;0.027854;0.0444163;0.043946;-0.0681962;0.0435099
0.0142243;0.0110209;0.021977;-0.0219823;0.0170289;-0.0170606;0.0340942;0.0263574;0.014216;-0.0219871;0.0286917;-0.0216214;0.0220142;0.0341093;0.0439416
0.0141677;-0.0109678;0.0220113;-0.021992;-0.0170371;0.0170239;0.0340946;-0.026409;0.0142189;-0.0220279;0.0287008;-0.021612;-0.0219284;0.0339167;0.0439462
0.0141468;-0.0219731;0.0220609;-0.0220528;-0.0340654;0.0340618;0.0340748;-0.0528337;-0.0283431;0.044036;0.0278902;0.0443056;-0.044118;-0.0685286;0.0437398
